,description,header,products,subtitles,time,title,titleUrl,activity_datetime,hour
112,Little Mix,Google Play Music,['Google Play Music'],,2019-08-19T13:12:38.291Z,Listened to No More Sad Songs (Acoustic Version),,2019-08-19 13:12:38.291000+00:00,13
113,Bebe Rexha,Google Play Music,['Google Play Music'],,2019-08-19T13:09:25.678Z,Listened to I Got You (Acoustic Version),,2019-08-19 13:09:25.678000+00:00,13
114,George Ezra,Google Play Music,['Google Play Music'],,2019-08-19T13:06:12.113Z,Listened to Hold My Girl (Acoustic Version),,2019-08-19 13:06:12.113000+00:00,13
115,Tom Walker,Google Play Music,['Google Play Music'],,2019-08-19T13:02:40.406Z,Listened to Angels (Acoustic),,2019-08-19 13:02:40.406000+00:00,13
116,Charli XCX,Google Play Music,['Google Play Music'],,2019-08-19T12:59:15.589Z,Listened to Blame It On Your Love (Stripped),,2019-08-19 12:59:15.589000+00:00,12
117,Hailee Steinfeld,Google Play Music,['Google Play Music'],,2019-08-19T12:55:59.200Z,Listened to Starving (feat. Zedd),,2019-08-19 12:55:59.200000+00:00,12
118,Clean Bandit,Google Play Music,['Google Play Music'],,2019-08-19T12:52:57.342Z,Listened to Mama (feat. Ellie Goulding) [Acoustic],,2019-08-19 12:52:57.342000+00:00,12
119,James Arthur,Google Play Music,['Google Play Music'],,2019-08-19T12:49:50.783Z,Listened to Naked (Acoustic Version),,2019-08-19 12:49:50.783000+00:00,12
120,Sigrid,Google Play Music,['Google Play Music'],,2019-08-19T12:46:00.318Z,Listened to Sucker Punch,,2019-08-19 12:46:00.318000+00:00,12
121,Rudimental,Google Play Music,['Google Play Music'],,2019-08-19T12:42:46.024Z,"Listened to These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Acoustic]",,2019-08-19 12:42:46.024000+00:00,12
122,Martin Garrix,Google Play Music,['Google Play Music'],,2019-08-19T12:39:13.320Z,Listened to Scared to Be Lonely (Acoustic Version),,2019-08-19 12:39:13.320000+00:00,12
123,Sam Smith,Google Play Music,['Google Play Music'],,2019-08-19T12:34:55.966Z,Listened to Too Good At Goodbyes (Acoustic),,2019-08-19 12:34:55.966000+00:00,12
124,Dua Lipa,Google Play Music,['Google Play Music'],,2019-08-19T12:31:15.887Z,"Listened to Swan Song (From the Motion Picture ""Alita: Battle Angel"") [Acoustic]",,2019-08-19 12:31:15.887000+00:00,12
125,Anne-Marie,Google Play Music,['Google Play Music'],,2019-08-19T12:28:06.278Z,Listened to 2002 (Acoustic),,2019-08-19 12:28:06.278000+00:00,12
126,benny blanco,Google Play Music,['Google Play Music'],,2019-08-19T12:24:35.268Z,Listened to Eastside (Acoustic),,2019-08-19 12:24:35.268000+00:00,12
127,Rita Ora,Google Play Music,['Google Play Music'],,2019-08-19T12:21:42.257Z,Listened to Your Song (Acoustic),,2019-08-19 12:21:42.257000+00:00,12
128,Years & Years,Google Play Music,['Google Play Music'],,2019-08-19T12:18:40.341Z,Listened to If You're Over Me (Acoustic),,2019-08-19 12:18:40.341000+00:00,12
129,Mabel,Google Play Music,['Google Play Music'],,2019-08-19T12:15:30.765Z,Listened to Don't Call Me Up (Acoustic),,2019-08-19 12:15:30.765000+00:00,12
130,Tom Walker,Google Play Music,['Google Play Music'],,2019-08-19T12:11:57.930Z,Listened to Just You and I (Acoustic),,2019-08-19 12:11:57.930000+00:00,12
131,Clean Bandit,Google Play Music,['Google Play Music'],,2019-08-19T12:08:39.851Z,Listened to I Miss You (feat. Julia Michaels) [Acoustic],,2019-08-19 12:08:39.851000+00:00,12
132,Charli XCX,Google Play Music,['Google Play Music'],,2019-08-19T12:05:03.551Z,"Listened to After the Afterparty (feat. RAYE, Stefflon Don and Rita Ora) [VIP Mix]",,2019-08-19 12:05:03.551000+00:00,12
133,Dermot Kennedy,Google Play Music,['Google Play Music'],,2019-08-19T12:01:50.006Z,Listened to Outnumbered (Acoustic),,2019-08-19 12:01:50.006000+00:00,12
134,Ava Max,Google Play Music,['Google Play Music'],,2019-08-19T11:57:55.158Z,Listened to Sweet but Psycho (Acoustic),,2019-08-19 11:57:55.158000+00:00,11
135,Mabel,Google Play Music,['Google Play Music'],,2019-08-19T11:54:55.890Z,Listened to Mad Love (Acoustic),,2019-08-19 11:54:55.890000+00:00,11
136,Little Mix,Google Play Music,['Google Play Music'],,2019-08-19T11:52:02.704Z,Listened to Only You (Acoustic),,2019-08-19 11:52:02.704000+00:00,11
137,Lewis Capaldi,Google Play Music,['Google Play Music'],,2019-08-19T11:48:52.565Z,Listened to Grace (Acoustic),,2019-08-19 11:48:52.565000+00:00,11
138,Tom Grennan,Google Play Music,['Google Play Music'],,2019-08-19T11:45:32.588Z,Listened to Found What I've Been Looking For (Acoustic),,2019-08-19 11:45:32.588000+00:00,11
139,Bebe Rexha,Google Play Music,['Google Play Music'],,2019-08-19T11:41:43.341Z,Listened to I'm a Mess (Acoustic),,2019-08-19 11:41:43.341000+00:00,11
140,Sigala,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T11:39:10.257Z,Listened to Came Here for Love (Acoustic),,2019-08-19 11:39:10.257000+00:00,11
141,Kodaline,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T11:35:34.249Z,Listened to Brother (Acoustic),,2019-08-19 11:35:34.249000+00:00,11
142,Sigrid,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T11:32:12.823Z,Listened to Mine Right Now (Acoustic),,2019-08-19 11:32:12.823000+00:00,11
143,Craig David,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T11:29:27.203Z,Listened to I Know You (Acoustic) (feat. Bastille),,2019-08-19 11:29:27.203000+00:00,11
144,Rag'n'Bone Man,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T11:25:29.653Z,Listened to Human (Acoustic),,2019-08-19 11:25:29.653000+00:00,11
145,Sam Smith,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T11:21:39.905Z,Listened to How Do You Sleep? (Acoustic),,2019-08-19 11:21:39.905000+00:00,11
146,Dua Lipa,Google Play Music,['Google Play Music'],,2019-08-19T11:18:08.987Z,Skipped New Rules (Acoustic),,2019-08-19 11:18:08.987000+00:00,11
147,Dua Lipa,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T11:18:08.944Z,Listened to New Rules (Acoustic),,2019-08-19 11:18:08.944000+00:00,11
148,Mark Ronson,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T10:41:32.164Z,Listened to Nothing Breaks Like a Heart (Acoustic Version) (feat. Miley Cyrus),,2019-08-19 10:41:32.164000+00:00,10
149,Clean Bandit,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T10:37:51.225Z,Listened to Symphony (feat. Zara Larsson) [Acoustic Version],,2019-08-19 10:37:51.225000+00:00,10
150,Jess Glynne,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T10:34:14.812Z,Listened to All I Am (Acoustic),,2019-08-19 10:34:14.812000+00:00,10
151,JP Cooper,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T10:30:30.104Z,Listened to Sing It With Me (Acoustic),,2019-08-19 10:30:30.104000+00:00,10
152,Anne-Marie,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T10:26:48.951Z,Listened to FRIENDS (Acoustic),,2019-08-19 10:26:48.951000+00:00,10
153,Ellie Goulding,Google Play Music,['Google Play Music'],,2019-08-19T10:23:19.405Z,Skipped Sixteen (Acoustic),,2019-08-19 10:23:19.405000+00:00,10
154,Ellie Goulding,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T10:23:19.336Z,Listened to Sixteen (Acoustic),,2019-08-19 10:23:19.336000+00:00,10
155,David Guetta,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T09:04:33.868Z,Listened to Don't Leave Me Alone (feat. Anne-Marie) [Acoustic],,2019-08-19 09:04:33.868000+00:00,9
156,George Ezra,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T09:01:21.757Z,Listened to Shotgun (Acoustic Version),,2019-08-19 09:01:21.757000+00:00,9
157,John Newman,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T08:57:57.399Z,Listened to Feelings (Acoustic),,2019-08-19 08:57:57.399000+00:00,8
158,Charlie Puth,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T08:54:39.097Z,Listened to Attention (Acoustic),,2019-08-19 08:54:39.097000+00:00,8
159,Vanessa Carlton,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Cool'}, {'name': 'Weather: Rain'}]",2019-08-19T08:51:09.755Z,Listened to A Thousand Miles,,2019-08-19 08:51:09.755000+00:00,8
160,,Play Music,['Google Play Music'],,2019-08-19T08:51:02.541Z,Searched for unplugged ,https://play.google.com/music/search/unplugged+,2019-08-19 08:51:02.541000+00:00,8
161,Florence + The Machine,Google Play Music,['Google Play Music'],,2019-08-19T08:50:38.781Z,Skipped You've Got The Love,,2019-08-19 08:50:38.781000+00:00,8
162,Sigala,Google Play Music,['Google Play Music'],,2019-08-18T21:26:45.835Z,Listened to Came Here for Love (Acoustic),,2019-08-18 21:26:45.835000+00:00,21
163,Anne-Marie,Google Play Music,['Google Play Music'],,2019-08-18T21:23:08.865Z,Listened to FRIENDS (Acoustic),,2019-08-18 21:23:08.865000+00:00,21
164,Dua Lipa,Google Play Music,['Google Play Music'],,2019-08-18T21:22:47.638Z,Listened to New Rules (Acoustic),,2019-08-18 21:22:47.638000+00:00,21
165,Dua Lipa,Google Play Music,['Google Play Music'],,2019-08-18T21:22:26.938Z,Listened to Blow Your Mind (Mwah) [Acoustic],,2019-08-18 21:22:26.938000+00:00,21
166,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:28:51.707Z,Listened to String Quartet No. 2: III. Notturno,,2019-08-16 22:28:51.707000+00:00,22
167,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:26:57.984Z,Listened to Cavelleria rusticana: Intermezzo sinfonico,,2019-08-16 22:26:57.984000+00:00,22
168,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:24:25.926Z,Listened to Adagio in G Minor,,2019-08-16 22:24:25.926000+00:00,22
169,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:17:03.283Z,"Listened to Water Music Suite No. 1 in F Major, HWV 348: V. Air",,2019-08-16 22:17:03.283000+00:00,22
170,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:14:55.178Z,Listened to Capriol Suite: V. Pieds-en-l'air,,2019-08-16 22:14:55.178000+00:00,22
171,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:12:30.786Z,"Listened to String Quartet No. 19 in C Major, K. 465: II. Andante cantible in F major",,2019-08-16 22:12:30.786000+00:00,22
172,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:05:31.925Z,"Listened to Orchestral Suite No. 3 in D Major, BWV 1068: II. Air on the G String",,2019-08-16 22:05:31.925000+00:00,22
173,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T22:02:27.060Z,"Listened to Water Music Suite No. 3 in G Major, HWV 350: I. Minuet allegro",,2019-08-16 22:02:27.060000+00:00,22
174,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T21:59:38.073Z,"Listened to Concerto for Two Violins in D Minor, BWV 1043: II. Largo ma non tanto",,2019-08-16 21:59:38.073000+00:00,21
175,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T21:53:28.268Z,"Listened to Suite No. 7 in G Minor, HWV 432: Passacaglia",,2019-08-16 21:53:28.268000+00:00,21
176,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T21:49:37.217Z,"Listened to The Four Seasons Concerto No. 4 in F Minor, Op. 8, RV 297 Winter: II. Largo",,2019-08-16 21:49:37.217000+00:00,21
177,Rebecca Arons,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T21:47:34.567Z,"Listened to Concerto grosso in G Minor, Op. 6, No. 8: VI. Pastorale",,2019-08-16 21:47:34.567000+00:00,21
178,Boo Boo Davis,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Location: Bar'}, {'name': 'Activity: Eating'}, {'name': 'Activity: Leisure'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T21:43:13.229Z,Listened to Sorry Baby,,2019-08-16 21:43:13.229000+00:00,21
179,Will Heard,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Activity: Standing still'}, {'name': 'Temperature: Warm'}, {'name': 'Sun: Sunset'}, {'name': 'Weather: Clear'}]",2019-08-16T21:39:12.969Z,Listened to Fallin' 4 U (Joe Hertz Remix),,2019-08-16 21:39:12.969000+00:00,21
180,Klingande & Broken Back,Google Play Music,['Google Play Music'],,2019-08-16T14:39:02.821Z,Listened to Wonders,,2019-08-16 14:39:02.821000+00:00,14
181,David Guetta,Google Play Music,['Google Play Music'],,2019-08-16T14:35:55.223Z,Listened to Battle (feat. Faouzia),,2019-08-16 14:35:55.223000+00:00,14
182,Maroon 5,Google Play Music,['Google Play Music'],,2019-08-16T14:33:11.334Z,Listened to Girls Like You,,2019-08-16 14:33:11.334000+00:00,14
183,Calvin Harris,Google Play Music,['Google Play Music'],,2019-08-16T14:29:36.129Z,Listened to Sweet Nothing (feat. Florence Welch),,2019-08-16 14:29:36.129000+00:00,14
184,Fedde Le Grand,Google Play Music,['Google Play Music'],,2019-08-16T14:26:03.543Z,Listened to Rhythm Of The Night (Original Mix),,2019-08-16 14:26:03.543000+00:00,14
185,Sigala,Google Play Music,['Google Play Music'],,2019-08-16T14:22:25.136Z,Listened to Give Me Your Love (feat. Nile Rodgers),,2019-08-16 14:22:25.136000+00:00,14
186,Calvin Harris,Google Play Music,['Google Play Music'],,2019-08-16T14:18:57.868Z,Listened to Open Wide (feat. Big Sean),,2019-08-16 14:18:57.868000+00:00,14
187,Don Diablo,Google Play Music,['Google Play Music'],,2019-08-16T14:15:50.309Z,Listened to Heaven To Me (feat. Alex Clare),,2019-08-16 14:15:50.309000+00:00,14
188,Martin Solveig,Google Play Music,['Google Play Music'],,2019-08-16T14:12:54.796Z,Skipped Places (Club Mix) (feat. Ina Wroldsen),,2019-08-16 14:12:54.796000+00:00,14
189,Martin Solveig,Google Play Music,['Google Play Music'],,2019-08-16T14:12:54.725Z,Listened to Places (Club Mix) (feat. Ina Wroldsen),,2019-08-16 14:12:54.725000+00:00,14
190,Felix Jaehn,Google Play Music,['Google Play Music'],,2019-08-16T14:08:58.804Z,Listened to Better (feat. Clara Mae),,2019-08-16 14:08:58.804000+00:00,14
191,Michael Calfan,Google Play Music,['Google Play Music'],,2019-08-16T13:47:05.914Z,Listened to Nobody Does It Better,,2019-08-16 13:47:05.914000+00:00,13
192,Alesso & Anitta,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Activity: Standing still'}, {'name': 'Temperature: Warm'}, {'name': 'Weather: Overcast'}]",2019-08-16T10:38:00.512Z,Listened to Is That For Me,,2019-08-16 10:38:00.512000+00:00,10
193,Robin Schulz,Google Play Music,['Google Play Music'],"[{'name': 'Served location and activity-based recommendations'}, {'name': 'Activity: Leisure'}, {'name': 'Activity: Standing still'}, {'name': 'Temperature: Warm'}, {'name': 'Weather: Overcast'}]",2019-08-16T10:35:11.245Z,Listened to Above the Clouds,,2019-08-16 10:35:11.245000+00:00,10
